,Unnamed: 0,ID,NAME,PARENT_ID,LOGIN,COL_754,COL_755,COL_756,COL_757,COL_758,COL_759,COL_760,COL_761,COL_762,COL_763,COL_764,COL_765,COL_766,COL_767,COL_769,COL_770,COL_771,COL_772,COL_775,COL_781,COL_782,COL_2156,COL_2463,COL_3163,COL_3243,COL_3363,COL_3468,COL_103506
11698,11698,137680089.0,МАЛАЯ ЧЕРКИЗОВСКАЯ 10,,Tanya_3764,,,1970,,2048912,2,0,,682,0,682,,,,2048928,,0,0,,,2403400,,,68481453,,0,,
11700,11700,137680091.0,БОГОРОДСКИЙ ВАЛ 3А,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,15,0,15,,,,2048941,,0,0,,,2403402,,,68481453,,0,,
11701,11701,137680092.0,БАЙКАЛЬСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403403,,,68481453,,0,,
11702,11702,137680093.0,БАЙКАЛЬСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403404,,,68481453,,0,,
11703,11703,137680094.0,БИРЮСИНКА 1/18,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403405,,,68481453,,0,,
11705,11705,137680096.0,ЧУСОВСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403407,,,68481453,,0,,
11706,11706,137680097.0,АЛТАЙСКАЯ 34,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403408,,,68481453,,0,,
11707,11707,137680098.0,"Дом по адресу Парковая 16-я ул., д.39, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403409,,,68481453,,0,,
11708,11708,137680099.0,"Дом по адресу Гражданская 4-я ул., д.41А, с.4",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,38,0,38,,,,2048928,,0,0,,,2403410,,,68481453,,0,,
11709,11709,137680100.0,МАЛЕНКОВСКАЯ 32,,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048912,1,0,,28,0,28,,,,2048928,,0,0,,,2403411,,,68481453,,0,,
11710,11710,137680101.0,МАЛЕНКОВСКАЯ 32,,Tanya_3764,,,1967,,2048912,1,0,,64,0,64,,,,2048928,,0,0,,,2403412,,,68481453,,0,,
11712,11712,137680103.0,"Дом по адресу Парковая 15-я ул., д.41, к.2, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,2003,,2048912,1,0,,19,0,19,,,,2048929,,0,0,,,2403414,,,68481453,,0,,
11713,11713,137680104.0,БАЙКАЛЬСКАЯ 37А,,Tanya_3764,,,1842,,2048798,1,0,,429,0,429,,,,2048928,,0,0,,,2403415,,,68481453,,0,,
11714,11714,137680105.0,МАТРОССКАЯ ТИШИНА 15/17,,adm20180821,Нет техпаспорта МосгорБТИ,,1958,,2048798,1,0,,386,0,386,,,,2048935,,0,0,,,2403416,,,68481453,,0,,
11715,11715,137680106.0,УССУРИЙСКАЯ 1,,adm20180821,Нет техпаспорта МосгорБТИ,,1981,,2048912,1,0,,153,0,153,,,,2048929,,0,0,,,2403418,,,68481453,,0,,
11719,11719,137680110.0,МОНТАЖНАЯ 3А,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,34,0,34,,,,2048941,,0,0,,,2403422,,,68481453,,0,,
11720,11720,137680111.0,ЧЕРНОЕ ОЗЕРО 12,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403423,,,68481453,,0,,
11721,11721,137680112.0,ЧЕРНОЕ ОЗЕРО 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,0,0,0,,,,2048928,,0,0,,,2403424,,,68481453,,0,,
11722,11722,137680113.0,МИХЕЛЬСОНА 25,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048935,,0,0,,,2403425,,,68481453,,0,,
11723,11723,137680114.0,КАСКАДНАЯ 20,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,0,0,0,,,,2048928,,0,0,,,2403426,,,68481453,,0,,
11724,11724,137680115.0,КАСКАДНАЯ 20,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403427,,,68481453,,0,,
11725,11725,137680116.0,БОЛЬШАЯ КОСИНСКАЯ 16,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403428,,,68481453,,0,,
11727,11727,137680118.0,КРАСНОБОГАТЫРСКАЯ 13А,,Tanya_3764,,,1972,,2048912,1,0,,109,0,109,,,,2048928,,0,0,,,2403430,,,68481453,,0,,
11728,11728,137680119.0,НОВОКОСИНСКАЯ 14,,Tanya_3764,,,2004,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403431,,,68481453,,0,,
11729,11729,137680120.0,НОВОКОСИНСКАЯ 14,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,23,0,23,,,,2048929,,0,0,,,2403432,,,68481453,,0,,
11730,11730,137680121.0,БАЙКАЛЬСКАЯ 9Б,,Tanya_3764,,,2004,,2048798,1,0,,386,0,386,,,,2048930,,0,0,,,2403433,,,68481453,,0,,
11731,11731,137680122.0,БОЛЬШАЯ ОСТРОУМОВСКАЯ 1,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,41,0,41,,,,2048930,,0,0,,,2403434,,,68481453,,0,,
11732,11732,137680123.0,"Дом по адресу Сокольническая 4-я ул., д.2, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,1979,,2048912,1,0,,17,0,17,,,,2048930,,0,0,,,2403435,,,68481453,,0,,
11733,11733,137680124.0,НОВОКОСИНСКАЯ 13,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,18,0,18,,,,2048930,,0,0,,,2403436,,,68481453,,0,,
11734,11734,137680125.0,САЛТЫКОВСКАЯ 11Б,,adm20180821,Нет техпаспорта МосгорБТИ,,2000,,2048912,1,0,,41,0,41,,,,2048930,,0,0,,,2403437,,,68481453,,0,,
11735,11735,137680126.0,НОВОКОСИНСКАЯ 17,,adm20180821,Нет техпаспорта МосгорБТИ,,1996,,2048912,1,0,,18,0,18,,,,2048930,,0,0,,,2403438,,,68481453,,0,,
11736,11736,137680127.0,НОВОКОСИНСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1997,,2048912,1,0,,32,0,32,,,,2048930,,0,0,,,2403439,,,68481453,,0,,
11737,11737,137680128.0,СУЗДАЛЬСКАЯ 8,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048912,1,0,,38,0,38,,,,2048930,,0,0,,,2403440,,,68481453,,0,,
11738,11738,137680129.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,286,0,286,,,,2048935,,0,0,,,2403441,,,68481453,,0,,
11739,11739,137680130.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,286,0,286,,,,2048935,,0,0,,,2403442,,,68481453,,0,,
11740,11740,137680131.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,286,0,286,,,,2048935,,0,0,,,2403443,,,68481453,,0,,
11741,11741,137680132.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,286,0,286,,,,2048935,,0,0,,,2403444,,,68481453,,0,,
11742,11742,137680133.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,286,0,286,,,,2048935,,0,0,,,2403445,,,68481453,,0,,
11743,11743,137680134.0,МАТРОССКАЯ ТИШИНА 1А,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048798,1,0,,649,0,649,,,,2048935,,0,0,,,2403446,,,68481453,,0,,
11744,11744,137680135.0,АМУРСКАЯ 2А,,Tanya_3764,,,2004,,2048798,1,0,,1986,0,1986,,,,2048941,,0,0,,,2403447,,,68481453,,0,,
11745,11745,137680136.0,ПЕРМСКАЯ 3,,Tanya_3764,,,2004,,2048798,2,0,,586,0,586,,,,2048928,,0,0,,,2403448,,,68481453,,0,,
11746,11746,137680137.0,ПЕРМСКАЯ 3,,Tanya_3764,,,2004,,2048798,1,0,,64,0,64,,,,2048928,,0,0,,,2403449,,,68481453,,0,,
11747,11747,137680138.0,"Дом по адресу Сокольническая 1-я ул., д.4, с.1",,Tanya_3764,,,1974,,2048912,1,0,,134,0,134,,,,2048928,,0,0,,,2403450,,,68481453,,0,,
11748,11748,137680139.0,БОЙЦОВАЯ 22А,,adm20180821,Нет техпаспорта МосгорБТИ,,1962,,2048912,1,0,,99,0,99,,,,2048930,,0,0,,,2403451,,,68481453,,0,,
11750,11750,137680141.0,ШУМКИНА 18,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,600,0,600,,,,2048935,,0,0,,,2403453,,,68481453,,0,,
11751,11751,137680142.0,ШУМКИНА 18,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,1312,0,1312,,,,2048935,,0,0,,,2403454,,,68481453,,0,,
11752,11752,137680143.0,ШУМКИНА 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1959,,2048912,1,0,,1488,0,1488,,,,2048935,,0,0,,,2403455,,,68481453,,0,,
11753,11753,137680144.0,ШУМКИНА 18,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,12,0,12,,,,2048928,,0,0,,,2403456,,,68481453,,0,,
11754,11754,137680145.0,"Дом по адресу Малое кольцо МЖД, 8-й км, д.8, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403457,,,68481453,,0,,
11755,11755,137680146.0,"Дом по адресу Малое кольцо МЖД, 9-й км, д.4, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403458,,,68481453,,0,,
11756,11756,137680147.0,"Дом по адресу Малое кольцо МЖД, 9-й км, д.8, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403459,,,68481453,,0,,
11757,11757,137680148.0,ОРЕНБУРГСКАЯ 20А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403460,,,68481453,,0,,
11758,11758,137680149.0,МУРОМСКАЯ 3А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403461,,,68481453,,0,,
11759,11759,137680150.0,БОЛЬШАЯ КОСИНСКАЯ 139А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,0,0,0,,,,2048928,,0,0,,,2403462,,,68481453,,0,,
11760,11760,137680151.0,ЛЫТКАРИНСКАЯ 14А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048935,,0,0,,,2403463,,,68481453,,0,,
11761,11761,137680152.0,САЛТЫКОВСКАЯ 6Б,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403464,,,68481453,,0,,
11762,11762,137680153.0,ОРАНЖЕРЕЙНАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403465,,,68481453,,0,,
11763,11763,137680154.0,РОЗЫ ЛЮКСЕМБУРГ 23А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,0,0,0,,,,2048928,,0,0,,,2403466,,,68481453,,0,,
11764,11764,137680155.0,НОВОКОСИНСКАЯ 40,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403467,,,68481453,,0,,
11765,11765,137680156.0,СУЗДАЛЬСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048912,1,0,,147,0,147,,,,2048930,,0,0,,,2403468,,,68481453,,0,,
11766,11766,137680157.0,НОВОКОСИНСКАЯ 10,,adm20180821,Нет техпаспорта МосгорБТИ,,1997,,2048798,1,0,,149,0,149,,,,2048929,,0,0,,,2403469,,,68481453,,0,,
11767,11767,137680158.0,САЛТЫКОВСКАЯ 23,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403470,,,68481453,,0,,
11768,11768,137680159.0,САЛТЫКОВСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403472,,,68481453,,0,,
11769,11769,137680160.0,САЛТЫКОВСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,0,0,0,,,,2048928,,0,0,,,2403473,,,68481453,,0,,
11770,11770,137680161.0,САЛТЫКОВСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403474,,,68481453,,0,,
11771,11771,137680162.0,МАЛЕНКОВСКАЯ 42,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,83,0,83,,,,2048935,,0,0,,,2403475,,,68481453,,0,,
11772,11772,137680163.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1999,,2048912,1,0,,114,0,114,,,,2048935,,0,0,,,2403476,,,68481453,,0,,
11774,11774,137680165.0,РУСАКОВСКАЯ 28,,adm20180821,Нет техпаспорта МосгорБТИ,,1991,,2048912,1,0,,154,0,154,,,,2048933,,0,0,,,2403478,,,68481453,,0,,
11775,11775,137680166.0,ОЛЕНИЙ ВАЛ 24,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403479,,,68481453,,0,,
11776,11776,137680167.0,КРАСНОБОГАТЫРСКАЯ 21А,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,41,0,41,,,,2048929,,0,0,,,2403480,,,68481453,,0,,
11778,11778,137680169.0,КОРОЛЕНКО 6Б,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,24,0,24,,,,2048928,,0,0,,,2403482,,,68481453,,0,,
11779,11779,137680170.0,БАЙКАЛЬСКАЯ 35,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403483,,,68481453,,0,,
11780,11780,137680171.0,УССУРИЙСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403484,,,68481453,,0,,
11781,11781,137680172.0,КРАСНОЯРСКАЯ 13,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403485,,,68481453,,0,,
11782,11782,137680173.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,63,0,63,,,,2048929,,0,0,,,2403486,,,68481453,,0,,
11783,11783,137680174.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,65,0,65,,,,2048929,,0,0,,,2403487,,,68481453,,0,,
11784,11784,137680175.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,63,0,63,,,,2048929,,0,0,,,2403488,,,68481453,,0,,
11785,11785,137680176.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,60,0,60,,,,2048929,,0,0,,,2403489,,,68481453,,0,,
11786,11786,137680177.0,ХАБАРОВСКАЯ 8,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403490,,,68481453,,0,,
11787,11787,137680178.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,165,0,165,,,,2048935,,0,0,,,2403491,,,68481453,,0,,
11788,11788,137680179.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,188,0,188,,,,2048935,,0,0,,,2403492,,,68481453,,0,,
11789,11789,137680180.0,БАЙКАЛЬСКАЯ 35,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403493,,,68481453,,0,,
11790,11790,137680181.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,50,0,50,,,,2048929,,0,0,,,2403494,,,68481453,,0,,
11791,11791,137680182.0,ЛОСИНООСТРОВСКАЯ 45,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,291,0,291,,,,2048935,,0,0,,,2403495,,,68481453,,0,,
11792,11792,137680183.0,САХАЛИНСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403496,,,68481453,,0,,
11793,11793,137680184.0,БОЙЦОВАЯ 22,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,83,0,83,,,,2048930,,0,0,,,2403497,,,68481453,,0,,
11795,11795,137680186.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 32,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403499,,,68481453,,0,,
11796,11796,137680187.0,ПОТЕШНАЯ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403500,,,68481453,,0,,
11797,11797,137680188.0,БОГОРОДСКИЙ ВАЛ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,50,0,50,,,,2048928,,0,0,,,2403501,,,68481453,,0,,
11800,11800,137680191.0,БАЙКАЛЬСКАЯ 1/3,,adm20180821,Нет техпаспорта МосгорБТИ,,1992,,2048912,2,0,,878,0,878,,,,2048935,,0,0,,,2403504,,,68481453,,0,,
11801,11801,137680192.0,КРАСНОЯРСКАЯ 3,,Tanya_3764,,,1993,,2048912,1,0,,196,0,196,,,,2048929,,0,0,,,2403505,,,68481453,,0,,
11802,11802,137680193.0,"Дом по адресу Прогонная 2-я ул., д.7, с.2",,Tanya_3764,,,1995,,2048912,1,0,,112,0,112,,,,2048928,,0,0,,,2403506,,,68481453,,0,,
11803,11803,137680194.0,КАМЧАТСКАЯ 7,,Tanya_3764,,,1995,,2048912,1,0,,276,0,276,,,,2048929,,0,0,,,2403507,,,68481453,,0,,
11804,11804,137680195.0,УССУРИЙСКАЯ 8,,Tanya_3764,,,1977,,2048912,1,0,,201,0,201,,,,2048930,,0,0,,,2403508,,,68481453,,0,,
11805,11805,137680196.0,АЛТАЙСКАЯ 33/7,,Tanya_3764,,,1995,,2048912,1,0,,275,0,275,,,,2048929,,0,0,,,2403509,,,68481453,,0,,
11806,11806,137680197.0,ХАЛТУРИНСКАЯ 20,,Tanya_3764,,,1996,,2048912,1,0,,274,0,274,,,,2048929,,0,0,,,2403510,,,68481453,,0,,
11807,11807,137680198.0,АМУРСКАЯ 46,,Tanya_3764,,,1967,,2048798,1,0,,153,0,153,,,,2048928,,0,0,,,2403511,,,68481453,,0,,
11808,11808,137680199.0,КРАСНОБОГАТЫРСКАЯ 79А,,Tanya_3764,,,1992,,2048798,1,0,,275,0,275,,,,2048929,,0,0,,,2403512,,,68481453,,0,,
11809,11809,137680200.0,ИВАНТЕЕВСКАЯ 2,,Tanya_3764,,,1976,,2048798,1,0,,79,0,79,,,,2048928,,0,0,,,2403513,,,68481453,,0,,
11812,11812,137680203.0,РОТА 27,,Tanya_3764,,,1967,,2048798,1,0,,161,0,161,,,,2048928,,0,0,,,2403516,,,68481453,,0,,
11814,11814,137680205.0,БАЙКАЛЬСКАЯ 12,,Tanya_3764,,,1995,,2048912,1,0,,275,0,275,,,,2048929,,0,0,,,2403518,,,68481453,,0,,
11815,11815,137680206.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24,,Tanya_3764,,,1995,,2048912,1,0,,275,0,275,,,,2048929,,0,0,,,2403520,,,68481453,,0,,
11816,11816,137680207.0,"Дом по адресу Парковая 13-я ул., д.34, к.1, с.1",,adm_20200623,Нет техпаспорта МосгорБТИ,,1970,,2048912,0,0,,62,0,62,,,,2048929,,0,0,,,2403521,,,68481453,,0,,
11820,11820,137680211.0,ИРКУТСКАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,2002,,2048912,1,0,,165,0,165,,,,2048935,,0,0,,,2403525,,,68481453,,0,,
11821,11821,137680212.0,АМУРСКАЯ 62А,,Tanya_3764,,,1970,,2048912,1,0,,52,0,52,,,,2048930,,0,0,,,2403526,,,68481453,,0,,
11822,11822,137680213.0,"Дом по адресу Рыбинская 1-я ул., д.3, с.2",,Tanya_3764,,,1990,,2048912,1,0,,294,0,294,,,,2048930,,0,0,,,2403527,,,68481453,,0,,
11823,11823,137680214.0,"Дом по адресу Парковая 13-я ул., д.42, с.1",,Tanya_3764,,,2004,,2048798,1,0,,221,0,221,,,,2048929,,0,0,,,2403528,,,68481453,,0,,
11824,11824,137680215.0,"Дом по адресу Парковая 13-я ул., д.42, с.2",,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403529,,,68481453,,0,,
11827,11827,137680218.0,"Дом по адресу Парковая 15-я ул., д.49, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,19,0,19,,,,2048929,,0,0,,,2403532,,,68481453,,0,,
11828,11828,137680219.0,МОНТАЖНАЯ 9,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,1360,0,1360,,,,2048935,,0,0,,,2403533,,,68481453,,0,,
11829,11829,137680220.0,КРАСНОБОГАТЫРСКАЯ 2,,adm20180821,Нет техпаспорта МосгорБТИ,,1970,,2048912,1,0,,63,0,63,,,,2048928,,0,0,,,2403534,,,68481453,,0,,
11830,11830,137680221.0,КРАСНОБОГАТЫРСКАЯ 2,,Tanya_3764,,,1970,,2048912,1,0,,142,0,142,,,,2048928,,0,0,,,2403535,,,68481453,,0,,
11831,11831,137680222.0,БОЛЬШАЯ ОЛЕНЬЯ 15,,Tanya_3764,,,1917,,2048798,4,0,,1267,0,1267,,,,2048928,,0,0,,,2403536,,,68481453,,0,,
11832,11832,137680223.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,Tanya_3764,,,1914,,2048798,6,0,,164299,0,164299,,,,2048928,,4,3,,,2403537,,,68481453,,0,,
11833,11833,137680224.0,ПЕРМСКАЯ 3,,Tanya_3764,,,1963,,2048798,2,0,,4128,0,4128,,,,2048928,,0,0,,,2403538,,,68481453,,0,,
11836,11836,137680227.0,МАЛАЯ СЕМЕНОВСКАЯ 1,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,85,0,85,,,,2048929,,0,0,,,2403541,,,68481453,,0,,
11837,11837,137680228.0,МАЛАЯ СЕМЕНОВСКАЯ 1,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,46,0,46,,,,2048941,,0,0,,,2403542,,,68481453,,0,,
11838,11838,137680229.0,"Дом по адресу Парковая 9-я ул., д.62, с.13",,adm20180821,Нет техпаспорта МосгорБТИ,,1969,,2048912,1,0,,186,0,186,,,,2048930,,0,0,,,2403543,,,68481453,,0,,
11839,11839,137680230.0,"Дом по адресу Парковая 9-я ул., д.62, с.14",,adm20180821,Нет техпаспорта МосгорБТИ,,1969,,2048912,1,0,,60,0,60,,,,2048928,,0,0,,,2403544,,,68481453,,0,,
11840,11840,137680231.0,"Дом по адресу Малое кольцо МЖД, 10-й км, д.6, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403545,,,68481453,,0,,
11841,11841,137680232.0,БАЙКАЛЬСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2403548,,,68481453,,0,,
11843,11843,137680234.0,ЛОСИНООСТРОВСКАЯ 49,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403550,,,68481453,,0,,
11846,11846,137680237.0,МАТРОССКАЯ ТИШИНА 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1952,,2048798,1,0,,60,0,60,,,,2048928,,0,0,,,2403554,,,68481453,,0,,
11847,11847,137680238.0,СТРОМЫНКА 10,,adm20180821,Нет техпаспорта МосгорБТИ,,2003,,2048912,1,0,,34,0,34,,,,2048942,,0,0,,,2403555,,,68481453,,0,,
11848,11848,137680239.0,СУЗДАЛЬСКАЯ 14А,,Tanya_3764,,,1994,,2048798,1,0,,316,0,316,,,,2048929,,0,0,,,2403556,,,68481453,,0,,
11849,11849,137680240.0,БОЛЬШАЯ ОЛЕНЬЯ 15,,adm20180821,Нет техпаспорта МосгорБТИ,,1977,,2048912,1,0,,328,0,328,,,,2048935,,0,0,,,2403559,,,68481453,,0,,
11850,11850,137680241.0,БИРЮСИНКА 7,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,19,0,19,,,,2048935,,0,0,,,2403560,,,68481453,,0,,
11851,11851,137680242.0,"Дом по адресу МЖД Ярославское 2-й км, с.5",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2403562,,,68481453,,0,,
11853,11853,137680244.0,"Дом по адресу Парковая 15-я ул., д.37, с.1",,Tanya_3764,,,1964,,2048912,1,0,,208,0,208,,,,2048928,,0,0,,,2403564,,,68481453,,0,,
11854,11854,137680245.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 31,,adm20180821,Нет техпаспорта МосгорБТИ,,1999,,2048798,2,0,,434,0,434,,,,2048942,,0,0,,,2403565,,,68481453,,0,,
11858,11858,137680249.0,АМУРСКАЯ 1Д,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,73,0,73,,,,2048935,,0,0,,,2403570,,,68481453,,0,,
11859,11859,137680250.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 129,,adm20180821,Нет техпаспорта МосгорБТИ,,2003,,2048798,1,0,,83,0,83,,,,2048941,,0,0,,,2403571,,,68481453,,0,,
11861,11861,137680252.0,РУДНЕВКА 2,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,23,0,23,,,,2048929,,0,0,,,2403573,,,68481453,,0,,
11862,11862,137680253.0,ЧУСОВСКАЯ 1,,Tanya_3764,,,1953,,2048912,1,0,,455,0,455,,,,2048928,,0,0,,,2403574,,,68481453,,0,,
